frame,time_seconds,rank,frequency_hz,magnitude_db
18,0.036000,7,492.188,-180.000
18,0.036000,8,515.625,-180.000
19,0.038000,1,2671.875,-93.519
19,0.038000,2,2695.312,-93.521
19,0.038000,3,2648.438,-93.521
19,0.038000,4,2718.750,-93.525
19,0.038000,5,2625.000,-93.526
19,0.038000,6,2742.188,-93.533
19,0.038000,7,2601.562,-93.534
19,0.038000,8,2765.625,-93.543
20,0.040000,1,2671.875,-44.980
20,0.040000,2,2695.312,-45.000
20,0.040000,3,2648.438,-45.012
20,0.040000,4,2718.750,-45.071
20,0.040000,5,2625.000,-45.095
20,0.040000,6,2742.188,-45.194
20,0.040000,7,2601.562,-45.229
20,0.040000,8,2765.625,-45.369
21,0.042000,1,2718.750,-26.573
21,0.042000,2,2742.188,-26.636
21,0.042000,3,2695.312,-26.652
21,0.042000,4,2765.625,-26.846
21,0.042000,5,2671.875,-26.869
21,0.042000,6,2789.062,-27.208
21,0.042000,7,2648.438,-27.221
21,0.042000,8,2625.000,-27.706
22,0.044000,1,2765.625,-16.128
22,0.044000,2,2742.188,-16.200
22,0.044000,3,2789.062,-16.279
22,0.044000,4,2718.750,-16.475
22,0.044000,5,2812.500,-16.670
22,0.044000,6,2695.312,-16.936
22,0.044000,7,2835.938,-17.325
22,0.044000,8,2671.875,-17.564
23,0.046000,1,2789.062,-9.416
23,0.046000,2,2765.625,-9.504
23,0.046000,3,2812.500,-9.591
23,0.046000,4,2742.188,-9.827
23,0.046000,5,2835.938,-10.056
23,0.046000,6,2718.750,-10.357
23,0.046000,7,2859.375,-10.839
23,0.046000,8,2695.312,-11.062
24,0.048000,1,2789.062,-4.708
24,0.048000,2,2812.500,-4.741
24,0.048000,3,2765.625,-4.948
24,0.048000,4,2835.938,-5.073
24,0.048000,5,2742.188,-5.433
24,0.048000,6,2859.375,-5.726
24,0.048000,7,2718.750,-6.125
24,0.048000,8,2882.812,-6.723
25,0.050000,1,2812.500,-1.221
25,0.050000,2,2789.062,-1.283
25,0.050000,3,2835.938,-1.462
25,0.050000,4,2765.625,-1.626
25,0.050000,5,2859.375,-2.024
25,0.050000,6,2742.188,-2.220
25,0.050000,7,2882.812,-2.923
25,0.050000,8,2718.750,-3.027
26,0.052000,1,2812.500,1.402
26,0.052000,2,2789.062,1.270
26,0.052000,3,2835.938,1.227
26,0.052000,4,2765.625,0.852
26,0.052000,5,2859.375,0.732
26,0.052000,6,2742.188,0.176
26,0.052000,7,2882.812,-0.093
26,0.052000,8,2718.750,-0.717
27,0.054000,1,2812.500,3.337
27,0.054000,2,2835.938,3.246
27,0.054000,3,2789.062,3.168
27,0.054000,4,2859.375,2.810
27,0.054000,5,2765.625,2.715
27,0.054000,6,2882.812,2.005
27,0.054000,7,2742.188,1.944
27,0.054000,8,2718.750,0.971
28,0.056000,1,2835.938,4.692
28,0.056000,2,2812.500,4.660
28,0.056000,3,2789.062,4.604
28,0.056000,4,2859.375,4.454
28,0.056000,5,2765.625,4.088
28,0.056000,6,2882.812,3.511
28,0.056000,7,2742.188,3.135
28,0.056000,8,2906.250,2.365
29,0.058000,1,2859.375,5.690
29,0.058000,2,2789.062,5.634
29,0.058000,3,2835.938,5.604
29,0.058000,4,2812.500,5.525
29,0.058000,5,2765.625,5.004
29,0.058000,6,2882.812,4.641
29,0.058000,7,2742.188,3.866
29,0.058000,8,2906.250,3.131
30,0.060000,1,2859.375,6.542
30,0.060000,2,2789.062,6.292
30,0.060000,3,2835.938,6.070
30,0.060000,4,2812.500,5.968
30,0.060000,5,2765.625,5.517
30,0.060000,6,2882.812,5.413
30,0.060000,7,2742.188,4.175
30,0.060000,8,2929.688,3.648
31,0.062000,1,2859.375,7.044
31,0.062000,2,2789.062,6.599
31,0.062000,3,2835.938,6.114
31,0.062000,4,2812.500,6.018
31,0.062000,5,2882.812,5.853
31,0.062000,6,2765.625,5.649
31,0.062000,7,2953.125,4.438
31,0.062000,8,2929.688,4.127
32,0.064000,1,2859.375,7.209
32,0.064000,2,2789.062,6.565
32,0.064000,3,2882.812,5.978
32,0.064000,4,2835.938,5.741
32,0.064000,5,2812.500,5.680
32,0.064000,6,2765.625,5.410
32,0.064000,7,2953.125,5.292
32,0.064000,8,2929.688,4.251
33,0.066000,1,2859.375,7.042
33,0.066000,2,2789.062,6.193
33,0.066000,3,2953.125,5.833
33,0.066000,4,2882.812,5.800
33,0.066000,5,2835.938,4.938
33,0.066000,6,2812.500,4.936
33,0.066000,7,2765.625,4.788
33,0.066000,8,3046.875,4.673
34,0.068000,1,2859.375,6.520
34,0.068000,2,2953.125,6.112
34,0.068000,3,3046.875,5.863
34,0.068000,4,2789.062,5.513
34,0.068000,5,3117.188,5.351
34,0.068000,6,2882.812,5.346
34,0.068000,7,3023.438,5.161
34,0.068000,8,2765.625,3.730
35,0.070000,1,3046.875,6.725
35,0.070000,2,3117.188,6.413
35,0.070000,3,2953.125,6.230
35,0.070000,4,3023.438,5.767
35,0.070000,5,2859.375,5.562
35,0.070000,6,2882.812,4.693
35,0.070000,7,2789.062,4.533
35,0.070000,8,3140.625,4.329
36,0.072000,1,3046.875,7.215
36,0.072000,2,3117.188,7.099
36,0.072000,3,2953.125,6.240
36,0.072000,4,3023.438,6.213
36,0.072000,5,3140.625,5.439
36,0.072000,6,3093.750,5.276
36,0.072000,7,3070.312,4.174
36,0.072000,8,2859.375,4.058
37,0.074000,1,3117.188,7.444
37,0.074000,2,3046.875,7.357
37,0.074000,3,3023.438,6.455
37,0.074000,4,3140.625,6.152
37,0.074000,5,2953.125,6.142
37,0.074000,6,3093.750,5.962
37,0.074000,7,3070.312,5.153
37,0.074000,8,3164.062,4.305
38,0.076000,1,3117.188,7.460
38,0.076000,2,3046.875,7.153
38,0.076000,3,3140.625,6.488
38,0.076000,4,3023.438,6.470
38,0.076000,5,3093.750,6.263
38,0.076000,6,2953.125,5.943
38,0.076000,7,3070.312,5.668
38,0.076000,8,3164.062,4.837
39,0.078000,1,3117.188,7.148
39,0.078000,2,3046.875,6.591
39,0.078000,3,3140.625,6.456
39,0.078000,4,3023.438,6.239
39,0.078000,5,3093.750,6.182
39,0.078000,6,3070.312,5.748
39,0.078000,7,2953.125,5.661
39,0.078000,8,3164.062,4.947
40,0.080000,1,3117.188,6.501
40,0.080000,2,3140.625,6.049
40,0.080000,3,3023.438,5.744
40,0.080000,4,3093.750,5.709
40,0.080000,5,3046.875,5.650
40,0.080000,6,3070.312,5.392
40,0.080000,7,2953.125,5.317
40,0.080000,8,3164.062,4.643
41,0.082000,1,3117.188,5.540
41,0.082000,2,3140.625,5.214
41,0.082000,3,2882.812,5.018
41,0.082000,4,2953.125,4.955
41,0.082000,5,3023.438,4.934
41,0.082000,6,3093.750,4.776
41,0.082000,7,3070.312,4.599
41,0.082000,8,3046.875,4.296
42,0.084000,1,2882.812,5.566
42,0.084000,2,2953.125,4.650
42,0.084000,3,3117.188,4.278
42,0.084000,4,3140.625,3.913
42,0.084000,5,3023.438,3.786
42,0.084000,6,3070.312,3.410
42,0.084000,7,3093.750,3.233
42,0.084000,8,2812.500,3.083
43,0.086000,1,2882.812,5.914
43,0.086000,2,2953.125,4.325
43,0.086000,3,2812.500,3.601
43,0.086000,4,2859.375,3.511
43,0.086000,5,2929.688,3.274
43,0.086000,6,2906.250,3.037
43,0.086000,7,3117.188,2.632
43,0.086000,8,2835.938,2.616
44,0.088000,1,2882.812,5.977
44,0.088000,2,2906.250,4.754
44,0.088000,3,2953.125,3.877
44,0.088000,4,2835.938,3.770
44,0.088000,5,2812.500,3.749
44,0.088000,6,2859.375,3.450
44,0.088000,7,2929.688,2.889
44,0.088000,8,3117.188,0.445
45,0.090000,1,2906.250,6.085
45,0.090000,2,2882.812,5.785
45,0.090000,3,2835.938,4.598
45,0.090000,4,2812.500,3.577
45,0.090000,5,2953.125,3.349
45,0.090000,6,2859.375,2.842
45,0.090000,7,2929.688,1.925
45,0.090000,8,2976.562,1.505
46,0.092000,1,2906.250,7.038
46,0.092000,2,2882.812,5.398
46,0.092000,3,2835.938,5.104
46,0.092000,4,2976.562,3.655
46,0.092000,5,2812.500,3.110
46,0.092000,6,2953.125,2.879
46,0.092000,7,2859.375,1.630
46,0.092000,8,2929.688,0.453
47,0.094000,1,2906.250,7.626
47,0.094000,2,2835.938,5.291
47,0.094000,3,2976.562,5.052
47,0.094000,4,2882.812,4.901
47,0.094000,5,2953.125,2.646
47,0.094000,6,2812.500,2.375
47,0.094000,7,2859.375,-0.247
47,0.094000,8,2929.688,-1.033
48,0.096000,1,2906.250,7.845
48,0.096000,2,2976.562,5.864
48,0.096000,3,2835.938,5.129
48,0.096000,4,2882.812,4.432
48,0.096000,5,2953.125,2.773
48,0.096000,6,2812.500,1.456
48,0.096000,7,3000.000,-1.032
48,0.096000,8,2929.688,-1.231
49,0.098000,1,2906.250,7.761
49,0.098000,2,2976.562,6.300
49,0.098000,3,2835.938,4.610
49,0.098000,4,2882.812,4.066
49,0.098000,5,2953.125,3.160
49,0.098000,6,2812.500,0.408
49,0.098000,7,3000.000,0.180
49,0.098000,8,2929.688,-0.036
50,0.100000,1,2906.250,7.574
50,0.100000,2,2976.562,6.639
50,0.100000,3,2835.938,3.921
50,0.100000,4,2882.812,3.717
50,0.100000,5,2953.125,3.535
50,0.100000,6,2929.688,1.039
50,0.100000,7,3000.000,0.790
50,0.100000,8,3046.875,0.522
51,0.102000,1,2906.250,7.330
51,0.102000,2,2976.562,6.982
51,0.102000,3,2953.125,3.798
51,0.102000,4,2882.812,3.422
51,0.102000,5,2835.938,3.074
51,0.102000,6,3046.875,1.703
51,0.102000,7,2929.688,1.603
51,0.102000,8,3000.000,0.662
52,0.104000,1,2976.562,7.289
52,0.104000,2,2906.250,7.037
52,0.104000,3,2953.125,3.989
52,0.104000,4,2882.812,3.169
52,0.104000,5,3046.875,2.785
52,0.104000,6,2835.938,2.111
52,0.104000,7,2929.688,1.609
52,0.104000,8,3023.438,0.077
53,0.106000,1,2976.562,7.533
53,0.106000,2,2906.250,6.706
53,0.106000,3,2953.125,4.105
53,0.106000,4,3046.875,3.710
53,0.106000,5,2882.812,2.875
53,0.106000,6,2835.938,1.100
53,0.106000,7,2929.688,1.039
53,0.106000,8,3023.438,0.713
54,0.108000,1,2976.562,7.690
54,0.108000,2,2906.250,6.354
54,0.108000,3,3046.875,4.442
54,0.108000,4,2953.125,4.121
54,0.108000,5,2882.812,2.412
54,0.108000,6,3023.438,1.414
54,0.108000,7,2835.938,0.141
54,0.108000,8,2929.688,-0.101
55,0.110000,1,2976.562,7.750
55,0.110000,2,2906.250,5.964
55,0.110000,3,3046.875,5.011
55,0.110000,4,2953.125,3.995
55,0.110000,5,3023.438,2.057
55,0.110000,6,2882.812,1.689
55,0.110000,7,2835.938,-0.692
55,0.110000,8,3000.000,-1.072
56,0.112000,1,2976.562,7.745
56,0.112000,2,3046.875,5.521
56,0.112000,3,2906.250,5.497
56,0.112000,4,2953.125,3.708
56,0.112000,5,3023.438,2.507
56,0.112000,6,2882.812,0.674
56,0.112000,7,3000.000,0.181
56,0.112000,8,3070.312,-0.352
57,0.114000,1,2976.562,7.682
57,0.114000,2,3046.875,5.989
57,0.114000,3,2906.250,4.947
57,0.114000,4,2953.125,3.359
57,0.114000,5,3023.438,2.767
57,0.114000,6,3000.000,1.303
57,0.114000,7,3070.312,0.522
57,0.114000,8,2882.812,-0.531
58,0.116000,1,2976.562,7.551
58,0.116000,2,3046.875,6.434
58,0.116000,3,2906.250,4.260
58,0.116000,4,2953.125,3.016
58,0.116000,5,3023.438,2.761
58,0.116000,6,3000.000,2.096
58,0.116000,7,3070.312,0.904
58,0.116000,8,3117.188,0.514
59,0.118000,1,2976.562,7.353
59,0.118000,2,3046.875,6.832
59,0.118000,3,2906.250,3.449
59,0.118000,4,2953.125,2.620
59,0.118000,5,3000.000,2.541
59,0.118000,6,3023.438,2.492
59,0.118000,7,3117.188,1.703
59,0.118000,8,3070.312,1.003
60,0.120000,1,3046.875,7.150
60,0.120000,2,2976.562,7.098
60,0.120000,3,3117.188,2.717
60,0.120000,4,3000.000,2.664
60,0.120000,5,2906.250,2.568
60,0.120000,6,2953.125,2.062
60,0.120000,7,3023.438,2.013
60,0.120000,8,3070.312,1.090
61,0.122000,1,3046.875,7.369
61,0.122000,2,2976.562,6.803
61,0.122000,3,3117.188,3.520
61,0.122000,4,3000.000,2.518
61,0.122000,5,2906.250,1.702
61,0.122000,6,3070.312,1.421
61,0.122000,7,3023.438,1.400
61,0.122000,8,2953.125,1.204
62,0.124000,1,3046.875,7.487
62,0.124000,2,2976.562,6.481
62,0.124000,3,3117.188,4.118
62,0.124000,4,3000.000,2.208
62,0.124000,5,3070.312,2.063
62,0.124000,6,2906.250,0.936
62,0.124000,7,3023.438,0.760
62,0.124000,8,2929.688,-0.037
63,0.126000,1,3046.875,7.480
63,0.126000,2,2976.562,6.093
63,0.126000,3,3117.188,4.514
63,0.126000,4,3070.312,2.852
63,0.126000,5,3000.000,1.935
63,0.126000,6,3023.438,0.352
63,0.126000,7,2906.250,0.242
63,0.126000,8,3140.625,0.167
64,0.128000,1,3046.875,7.266
64,0.128000,2,2976.562,5.549
64,0.128000,3,3117.188,4.623
64,0.128000,4,3070.312,3.619
64,0.128000,5,3000.000,1.883
64,0.128000,6,3093.750,1.261
64,0.128000,7,3140.625,1.164
64,0.128000,8,3023.438,0.607
65,0.130000,1,3046.875,6.810
65,0.130000,2,2976.562,4.785
65,0.130000,3,3117.188,4.458
65,0.130000,4,3070.312,4.202
65,0.130000,5,3093.750,2.264
65,0.130000,6,3000.000,2.042
65,0.130000,7,3140.625,1.768
65,0.130000,8,3023.438,1.378
66,0.132000,1,3046.875,6.121
66,0.132000,2,3070.312,4.482
66,0.132000,3,3117.188,4.029
66,0.132000,4,2976.562,3.803
66,0.132000,5,3093.750,2.880
66,0.132000,6,3000.000,2.224
66,0.132000,7,3023.438,2.151
66,0.132000,8,3140.625,1.953
67,0.134000,1,3046.875,5.209
67,0.134000,2,3070.312,4.385
67,0.134000,3,3117.188,3.336
67,0.134000,4,3093.750,3.073
67,0.134000,5,2976.562,2.630
67,0.134000,6,3023.438,2.600
67,0.134000,7,3000.000,2.227
67,0.134000,8,3140.625,1.708
68,0.136000,1,3046.875,4.097
68,0.136000,2,3070.312,3.848
68,0.136000,3,3093.750,2.819
68,0.136000,4,3023.438,2.571
68,0.136000,5,3117.188,2.379
68,0.136000,6,3000.000,1.902
68,0.136000,7,2976.562,1.315
68,0.136000,8,3140.625,0.997
69,0.138000,1,3070.312,2.814
69,0.138000,2,3046.875,2.810
69,0.138000,3,3093.750,2.070
69,0.138000,4,3023.438,1.974
69,0.138000,5,3117.188,1.167
69,0.138000,6,3000.000,1.128
69,0.138000,7,2976.562,-0.078
69,0.138000,8,3140.625,-0.231
70,0.140000,1,3070.312,1.286
70,0.140000,2,3046.875,1.282
70,0.140000,3,3023.438,0.759
70,0.140000,4,3093.750,0.717
70,0.140000,5,3000.000,-0.166
70,0.140000,6,3117.188,-0.349
70,0.140000,7,2976.562,-1.570
70,0.140000,8,3140.625,-1.935
71,0.142000,1,3046.875,-0.675
71,0.142000,2,3070.312,-0.732
71,0.142000,3,3023.438,-1.101
71,0.142000,4,3093.750,-1.293
71,0.142000,5,3000.000,-1.998
71,0.142000,6,3117.188,-2.389
71,0.142000,7,2976.562,-3.353
71,0.142000,8,3140.625,-4.077
72,0.144000,1,3046.875,-3.281
72,0.144000,2,3070.312,-3.392
72,0.144000,3,3023.438,-3.637
72,0.144000,4,3093.750,-3.995
72,0.144000,5,3000.000,-4.445
72,0.144000,6,3117.188,-5.133
72,0.144000,7,2976.562,-5.687
72,0.144000,8,3140.625,-6.871
73,0.146000,1,3046.875,-6.768
73,0.146000,2,3070.312,-6.945
73,0.146000,3,3023.438,-7.017
73,0.146000,4,3093.750,-7.590
73,0.146000,5,3000.000,-7.698
73,0.146000,6,3117.188,-8.780
73,0.146000,7,2976.562,-8.795
73,0.146000,8,2953.125,-10.233
74,0.148000,1,3046.875,-11.542
74,0.148000,2,3023.438,-11.609
74,0.148000,3,3070.312,-11.794
74,0.148000,4,3000.000,-12.095
74,0.148000,5,3093.750,-12.461
74,0.148000,6,2976.562,-13.006
74,0.148000,7,3117.188,-13.716
74,0.148000,8,2953.125,-14.171
75,0.150000,1,4218.750,-13.124
75,0.150000,2,4195.312,-13.181
75,0.150000,3,4242.188,-13.253
75,0.150000,4,4171.875,-13.348
75,0.150000,5,4265.625,-13.650
75,0.150000,6,4148.438,-13.698
75,0.150000,7,4125.000,-14.218
75,0.150000,8,4289.062,-14.266
76,0.152000,1,4242.188,-7.751
76,0.152000,2,4218.750,-7.800
76,0.152000,3,4265.625,-7.917
76,0.152000,4,4195.312,-8.019
76,0.152000,5,4289.062,-8.302
76,0.152000,6,4171.875,-8.362
76,0.152000,7,4148.438,-8.832
76,0.152000,8,4312.500,-8.918
77,0.154000,1,4242.188,-3.850
77,0.154000,2,4265.625,-3.874
77,0.154000,3,4218.750,-4.020
77,0.154000,4,4289.062,-4.113
77,0.154000,5,4195.312,-4.347
77,0.154000,6,4312.500,-4.585
77,0.154000,7,4171.875,-4.794
77,0.154000,8,4335.938,-5.298
78,0.156000,1,4265.625,-0.897
78,0.156000,2,4242.188,-0.970
78,0.156000,3,4289.062,-1.036
78,0.156000,4,4218.750,-1.229
78,0.156000,5,4312.500,-1.405
78,0.156000,6,4195.312,-1.636
78,0.156000,7,4335.938,-2.005
78,0.156000,8,4171.875,-2.153
79,0.158000,1,4265.625,1.326
79,0.158000,2,4289.062,1.257
79,0.158000,3,4242.188,1.178
79,0.158000,4,4312.500,0.966
79,0.158000,5,4218.750,0.844
79,0.158000,6,4335.938,0.455
79,0.158000,7,4195.312,0.377
79,0.158000,8,4171.875,-0.190
80,0.160000,1,4265.625,3.002
80,0.160000,2,4289.062,2.963
80,0.160000,3,4242.188,2.726
80,0.160000,4,4312.500,2.666
80,0.160000,5,4218.750,2.338
80,0.160000,6,4335.938,2.289
80,0.160000,7,4195.312,1.873
80,0.160000,8,4359.375,1.699
81,0.162000,1,4289.062,4.217
81,0.162000,2,4265.625,4.190
81,0.162000,3,4312.500,3.840
81,0.162000,4,4242.188,3.769
81,0.162000,5,4335.938,3.548
81,0.162000,6,4218.750,3.372
81,0.162000,7,4359.375,3.202
81,0.162000,8,4195.312,2.919
82,0.164000,1,4289.062,5.061
82,0.164000,2,4265.625,4.956
82,0.164000,3,4312.500,4.566
82,0.164000,4,4242.188,4.374
82,0.164000,5,4335.938,4.338
82,0.164000,6,4359.375,4.275
82,0.164000,7,4218.750,3.991
82,0.164000,8,4195.312,3.565
83,0.166000,1,4289.062,5.528
83,0.166000,2,4265.625,5.337
83,0.166000,3,4359.375,4.956
83,0.166000,4,4312.500,4.883
83,0.166000,5,4335.938,4.706
83,0.166000,6,4242.188,4.572
83,0.166000,7,4218.750,4.228
83,0.166000,8,4382.812,3.998
84,0.168000,1,4289.062,5.638
84,0.168000,2,4265.625,5.348
84,0.168000,3,4359.375,5.271
84,0.168000,4,4312.500,4.805
84,0.168000,5,4335.938,4.675
84,0.168000,6,4242.188,4.372
84,0.168000,7,4382.812,4.347
84,0.168000,8,4218.750,4.091
85,0.170000,1,4289.062,5.393
85,0.170000,2,4359.375,5.231
85,0.170000,3,4265.625,4.990
85,0.170000,4,4382.812,4.365
85,0.170000,5,4312.500,4.331
85,0.170000,6,4335.938,4.243
85,0.170000,7,4453.125,4.093
85,0.170000,8,4242.188,3.766
86,0.172000,1,4359.375,4.834
86,0.172000,2,4289.062,4.789
86,0.172000,3,4265.625,4.250
86,0.172000,4,4453.125,4.227
86,0.172000,5,4382.812,4.056
86,0.172000,6,4546.875,3.849
86,0.172000,7,4640.625,3.731
86,0.172000,8,4312.500,3.435
87,0.174000,1,4640.625,4.795
87,0.174000,2,4710.938,4.350
87,0.174000,3,4546.875,4.238
87,0.174000,4,4453.125,4.104
87,0.174000,5,4359.375,4.015
87,0.174000,6,4734.375,3.855
87,0.174000,7,4289.062,3.806
87,0.174000,8,4382.812,3.458
88,0.176000,1,4640.625,5.480
88,0.176000,2,4710.938,5.375
88,0.176000,3,4734.375,4.975
88,0.176000,4,4546.875,4.227
88,0.176000,5,4664.062,4.033
88,0.176000,6,4617.188,3.904
88,0.176000,7,4453.125,3.872
88,0.176000,8,4687.500,3.614
89,0.178000,1,4710.938,6.013
89,0.178000,2,4640.625,5.806
89,0.178000,3,4734.375,5.694
89,0.178000,4,4664.062,4.910
89,0.178000,5,4687.500,4.701
89,0.178000,6,4617.188,4.288
89,0.178000,7,4757.812,4.171
89,0.178000,8,4781.250,3.840
90,0.180000,1,4710.938,6.295
90,0.180000,2,4734.375,6.034
90,0.180000,3,4640.625,5.776
90,0.180000,4,4664.062,5.384
90,0.180000,5,4687.500,5.335
90,0.180000,6,4757.812,4.850
90,0.180000,7,4781.250,4.445
90,0.180000,8,4617.188,4.356
91,0.182000,1,4710.938,6.228
91,0.182000,2,4734.375,6.006
91,0.182000,3,4687.500,5.556
91,0.182000,4,4664.062,5.466
91,0.182000,5,4640.625,5.398
91,0.182000,6,4757.812,5.122
91,0.182000,7,4781.250,4.663
91,0.182000,8,4804.688,4.119
92,0.184000,1,4710.938,5.811
92,0.184000,2,4734.375,5.606
92,0.184000,3,4687.500,5.373
92,0.184000,4,4664.062,5.158
92,0.184000,5,4757.812,5.000
92,0.184000,6,4640.625,4.661
92,0.184000,7,4781.250,4.503
92,0.184000,8,4804.688,3.883
93,0.186000,1,4710.938,5.029
93,0.186000,2,4734.375,4.815
93,0.186000,3,4687.500,4.776
93,0.186000,4,4757.812,4.477
93,0.186000,5,4664.062,4.443
93,0.186000,6,4382.812,4.106
93,0.186000,7,4781.250,3.960
93,0.186000,8,4640.625,3.543
94,0.188000,1,4382.812,5.135
94,0.188000,2,4710.938,3.883
94,0.188000,3,4687.500,3.691
94,0.188000,4,4734.375,3.586
94,0.188000,5,4757.812,3.518
94,0.188000,6,4664.062,3.316
94,0.188000,7,4429.688,3.208
94,0.188000,8,4781.250,3.026
95,0.190000,1,4382.812,6.152
95,0.190000,2,4359.375,4.717
95,0.190000,3,4429.688,4.233
95,0.190000,4,4335.938,4.087
95,0.190000,5,4453.125,3.557
95,0.190000,6,4406.250,3.345
95,0.190000,7,4312.500,3.206
