frame,time_seconds,rank,frequency_hz,magnitude_db
7,0.014000,1,1359.375,-8.312
7,0.014000,2,1382.812,-8.347
7,0.014000,3,1875.000,-8.594
7,0.014000,4,1851.562,-8.803
7,0.014000,5,1898.438,-8.934
7,0.014000,6,1828.125,-9.961
7,0.014000,7,1710.938,-10.140
7,0.014000,8,2039.062,-10.452
8,0.016000,1,1382.812,-7.481
8,0.016000,2,1359.375,-7.502
8,0.016000,3,1898.438,-7.751
8,0.016000,4,1851.562,-8.300
8,0.016000,5,1875.000,-8.425
8,0.016000,6,1710.938,-8.880
8,0.016000,7,1828.125,-9.115
8,0.016000,8,2039.062,-9.498
9,0.018000,1,1382.812,-6.910
9,0.018000,2,1898.438,-6.933
9,0.018000,3,1359.375,-6.997
9,0.018000,4,1710.938,-7.956
9,0.018000,5,1851.562,-8.090
9,0.018000,6,1453.125,-8.193
9,0.018000,7,1734.375,-8.423
9,0.018000,8,1828.125,-8.618
10,0.020000,1,1898.438,-6.400
10,0.020000,2,1382.812,-6.625
10,0.020000,3,1359.375,-6.766
10,0.020000,4,1453.125,-7.153
10,0.020000,5,1734.375,-7.220
10,0.020000,6,1710.938,-7.453
10,0.020000,7,1476.562,-7.904
10,0.020000,8,1921.875,-8.015
11,0.022000,1,46.875,-5.302
11,0.022000,2,1898.438,-6.063
11,0.022000,3,1734.375,-6.324
11,0.022000,4,1453.125,-6.337
11,0.022000,5,1476.562,-6.661
11,0.022000,6,1359.375,-6.666
11,0.022000,7,1382.812,-6.740
11,0.022000,8,1921.875,-6.769
12,0.024000,1,46.875,-2.543
12,0.024000,2,70.312,-5.064
12,0.024000,3,23.438,-5.155
12,0.024000,4,1453.125,-5.575
12,0.024000,5,1734.375,-5.720
12,0.024000,6,1898.438,-5.721
12,0.024000,7,1921.875,-5.943
12,0.024000,8,1476.562,-6.126
13,0.026000,1,46.875,-0.249
13,0.026000,2,23.438,-2.077
13,0.026000,3,70.312,-3.794
13,0.026000,4,1453.125,-4.855
13,0.026000,5,1734.375,-5.249
13,0.026000,6,1898.438,-5.334
13,0.026000,7,1921.875,-5.559
13,0.026000,8,1500.000,-6.171
14,0.028000,1,46.875,1.635
14,0.028000,2,23.438,0.519
14,0.028000,3,70.312,-2.801
14,0.028000,4,0.000,-4.210
14,0.028000,5,1453.125,-4.287
14,0.028000,6,1734.375,-4.908
14,0.028000,7,1898.438,-4.927
14,0.028000,8,1523.438,-5.433
15,0.030000,1,46.875,3.202
15,0.030000,2,23.438,2.562
15,0.030000,3,0.000,-0.624
15,0.030000,4,70.312,-1.985
15,0.030000,5,1523.438,-3.744
15,0.030000,6,1453.125,-3.907
15,0.030000,7,1898.438,-4.509
15,0.030000,8,1734.375,-4.646
16,0.032000,1,46.875,4.528
16,0.032000,2,23.438,4.110
16,0.032000,3,0.000,1.696
16,0.032000,4,70.312,-1.305
16,0.032000,5,1523.438,-2.390
16,0.032000,6,1453.125,-3.726
16,0.032000,7,1898.438,-4.062
16,0.032000,8,1734.375,-4.395
17,0.034000,1,46.875,5.644
17,0.034000,2,23.438,5.257
17,0.034000,3,0.000,3.099
17,0.034000,4,70.312,-0.744
17,0.034000,5,1523.438,-1.409
17,0.034000,6,1898.438,-3.620
17,0.034000,7,1453.125,-3.753
17,0.034000,8,1734.375,-4.169
18,0.036000,1,46.875,6.539
18,0.036000,2,23.438,6.088
18,0.036000,3,0.000,3.744
18,0.036000,4,70.312,-0.256
18,0.036000,5,1523.438,-0.823
18,0.036000,6,1546.875,-2.443
18,0.036000,7,1570.312,-2.716
18,0.036000,8,1898.438,-3.218
19,0.038000,1,46.875,7.194
19,0.038000,2,23.438,6.687
19,0.038000,3,0.000,3.649
19,0.038000,4,70.312,0.163
19,0.038000,5,1523.438,-0.665
19,0.038000,6,1546.875,-1.189
19,0.038000,7,1570.312,-1.372
19,0.038000,8,1898.438,-2.930
20,0.040000,1,46.875,7.575
20,0.040000,2,23.438,7.136
20,0.040000,3,0.000,2.691
20,0.040000,4,70.312,0.492
20,0.040000,5,1570.312,-0.356
20,0.040000,6,1546.875,-0.372
20,0.040000,7,1523.438,-0.957
20,0.040000,8,1898.438,-2.854
21,0.042000,1,46.875,7.669
21,0.042000,2,23.438,7.483
21,0.042000,3,70.312,0.674
21,0.042000,4,0.000,0.541
21,0.042000,5,1570.312,0.348
21,0.042000,6,1546.875,0.042
21,0.042000,7,1523.438,-1.703
21,0.042000,8,1171.875,-2.626
22,0.044000,1,23.438,7.740
22,0.044000,2,46.875,7.471
22,0.044000,3,1570.312,0.780
22,0.044000,4,70.312,0.646
22,0.044000,5,1546.875,0.033
22,0.044000,6,1171.875,-2.337
22,0.044000,7,515.625,-2.869
22,0.044000,8,1523.438,-2.881
23,0.046000,1,23.438,7.898
23,0.046000,2,46.875,6.983
23,0.046000,3,1570.312,0.918
23,0.046000,4,70.312,0.344
23,0.046000,5,1546.875,-0.340
23,0.046000,6,1171.875,-2.236
23,0.046000,7,539.062,-3.079
23,0.046000,8,1500.000,-3.097
24,0.048000,1,23.438,7.928
24,0.048000,2,46.875,6.216
24,0.048000,3,1570.312,0.718
24,0.048000,4,70.312,-0.306
24,0.048000,5,1546.875,-1.003
24,0.048000,6,1171.875,-2.301
24,0.048000,7,539.062,-3.141
24,0.048000,8,1500.000,-3.313
25,0.050000,1,23.438,7.812
25,0.050000,2,46.875,5.185
25,0.050000,3,1570.312,0.133
25,0.050000,4,0.000,-0.203
25,0.050000,5,70.312,-1.346
25,0.050000,6,1546.875,-1.865
25,0.050000,7,1171.875,-2.516
25,0.050000,8,1195.312,-2.837
26,0.052000,1,23.438,7.566
26,0.052000,2,46.875,3.902
26,0.052000,3,0.000,3.221
26,0.052000,4,1570.312,-0.846
26,0.052000,5,1195.312,-2.547
26,0.052000,6,70.312,-2.746
26,0.052000,7,1546.875,-2.878
26,0.052000,8,1171.875,-2.888
27,0.054000,1,23.438,7.235
27,0.054000,2,0.000,5.041
27,0.054000,3,46.875,2.420
27,0.054000,4,1570.312,-2.187
27,0.054000,5,1218.750,-2.687
27,0.054000,6,1195.312,-2.762
27,0.054000,7,1171.875,-3.407
27,0.054000,8,328.125,-3.718
28,0.056000,1,23.438,6.893
28,0.056000,2,0.000,5.774
28,0.056000,3,46.875,0.896
28,0.056000,4,1218.750,-2.129
28,0.056000,5,1195.312,-3.441
28,0.056000,6,1570.312,-3.894
28,0.056000,7,328.125,-4.055
28,0.056000,8,1171.875,-4.106
29,0.058000,1,23.438,6.576
29,0.058000,2,0.000,5.590
29,0.058000,3,46.875,-0.274
29,0.058000,4,1218.750,-1.866
29,0.058000,5,867.188,-3.824
29,0.058000,6,1195.312,-4.523
29,0.058000,7,328.125,-4.563
29,0.058000,8,843.750,-4.606
30,0.060000,1,23.438,6.264
30,0.060000,2,0.000,4.496
30,0.060000,3,46.875,-0.639
30,0.060000,4,1218.750,-1.899
30,0.060000,5,867.188,-3.740
30,0.060000,6,1453.125,-4.345
30,0.060000,7,1828.125,-4.697
30,0.060000,8,1429.688,-4.730
31,0.062000,1,23.438,5.916
31,0.062000,2,0.000,2.316
31,0.062000,3,46.875,-0.256
31,0.062000,4,1218.750,-2.210
31,0.062000,5,867.188,-3.907
31,0.062000,6,1828.125,-4.308
31,0.062000,7,1429.688,-4.399
31,0.062000,8,1453.125,-4.404
32,0.064000,1,23.438,5.509
32,0.064000,2,46.875,0.367
32,0.064000,3,0.000,-1.593
32,0.064000,4,1218.750,-2.764
32,0.064000,5,1148.438,-4.166
32,0.064000,6,1429.688,-4.190
32,0.064000,7,1828.125,-4.296
32,0.064000,8,867.188,-4.324
33,0.066000,1,23.438,5.059
33,0.066000,2,46.875,0.783
33,0.066000,3,1218.750,-3.427
33,0.066000,4,1148.438,-3.720
33,0.066000,5,1429.688,-4.210
33,0.066000,6,1828.125,-4.570
33,0.066000,7,867.188,-4.993
33,0.066000,8,1453.125,-5.314
34,0.068000,1,23.438,4.602
34,0.068000,2,46.875,0.731
34,0.068000,3,1148.438,-3.348
34,0.068000,4,1218.750,-4.204
34,0.068000,5,1429.688,-4.550
34,0.068000,6,2085.938,-4.885
34,0.068000,7,1828.125,-4.997
34,0.068000,8,867.188,-5.913
35,0.070000,1,23.438,4.170
35,0.070000,2,46.875,0.053
35,0.070000,3,0.000,-2.305
35,0.070000,4,1148.438,-3.074
35,0.070000,5,2085.938,-4.156
35,0.070000,6,1125.000,-4.864
35,0.070000,7,1218.750,-5.129
35,0.070000,8,1429.688,-5.175
36,0.072000,1,23.438,3.788
36,0.072000,2,0.000,2.001
36,0.072000,3,46.875,-1.401
36,0.072000,4,1148.438,-2.910
36,0.072000,5,2085.938,-3.856
36,0.072000,6,1125.000,-3.953
36,0.072000,7,70.312,-4.346
36,0.072000,8,2062.500,-4.627
37,0.074000,1,0.000,4.583
37,0.074000,2,23.438,3.484
37,0.074000,3,70.312,-2.413
37,0.074000,4,1148.438,-2.846
37,0.074000,5,1125.000,-3.701
37,0.074000,6,46.875,-3.781
37,0.074000,7,2062.500,-3.925
37,0.074000,8,2085.938,-3.966
38,0.076000,1,0.000,6.288
38,0.076000,2,23.438,3.299
38,0.076000,3,70.312,-1.132
38,0.076000,4,1148.438,-2.904
38,0.076000,5,2062.500,-3.496
38,0.076000,6,1125.000,-4.082
38,0.076000,7,4945.312,-4.086
38,0.076000,8,1664.062,-4.383
39,0.078000,1,0.000,7.463
39,0.078000,2,23.438,3.269
39,0.078000,3,70.312,-0.464
39,0.078000,4,1148.438,-3.096
39,0.078000,5,2062.500,-3.370
39,0.078000,6,4945.312,-3.418
39,0.078000,7,4968.750,-3.566
39,0.078000,8,93.750,-4.131
40,0.080000,1,0.000,8.291
40,0.080000,2,23.438,3.409
40,0.080000,3,70.312,-0.277
40,0.080000,4,4968.750,-2.692
40,0.080000,5,93.750,-3.038
40,0.080000,6,4945.312,-3.127
40,0.080000,7,1148.438,-3.500
40,0.080000,8,2062.500,-3.558
41,0.082000,1,0.000,8.863
41,0.082000,2,23.438,3.726
41,0.082000,3,70.312,-0.386
41,0.082000,4,93.750,-2.113
41,0.082000,5,4968.750,-2.257
41,0.082000,6,4992.188,-2.590
41,0.082000,7,4945.312,-3.186
41,0.082000,8,1664.062,-3.956
42,0.084000,1,0.000,9.193
42,0.084000,2,23.438,4.219
42,0.084000,3,70.312,-0.691
42,0.084000,4,93.750,-1.343
42,0.084000,5,4992.188,-1.865
42,0.084000,6,4968.750,-2.245
42,0.084000,7,1382.812,-3.179
42,0.084000,8,4945.312,-3.577
43,0.086000,1,0.000,9.279
43,0.086000,2,23.438,4.800
43,0.086000,3,93.750,-0.677
43,0.086000,4,70.312,-1.061
43,0.086000,5,4992.188,-1.480
43,0.086000,6,1382.812,-2.535
43,0.086000,7,4968.750,-2.661
43,0.086000,8,5015.625,-3.028
44,0.088000,1,0.000,9.099
44,0.088000,2,23.438,5.355
44,0.088000,3,93.750,-0.150
44,0.088000,4,70.312,-1.220
44,0.088000,5,4992.188,-1.426
44,0.088000,6,1382.812,-2.098
44,0.088000,7,5015.625,-2.381
44,0.088000,8,4968.750,-3.522
45,0.090000,1,0.000,8.605
45,0.090000,2,23.438,5.806
45,0.090000,3,93.750,0.155
45,0.090000,4,70.312,-0.907
45,0.090000,5,4992.188,-1.683
45,0.090000,6,1382.812,-1.920
45,0.090000,7,5015.625,-2.104
45,0.090000,8,1664.062,-4.200
46,0.092000,1,0.000,7.700
46,0.092000,2,23.438,6.146
46,0.092000,3,93.750,0.197
46,0.092000,4,70.312,-0.295
46,0.092000,5,1382.812,-2.073
46,0.092000,6,5015.625,-2.165
46,0.092000,7,4992.188,-2.283
46,0.092000,8,1406.250,-3.527
47,0.094000,1,23.438,6.399
47,0.094000,2,0.000,6.213
47,0.094000,3,70.312,0.140
47,0.094000,4,93.750,0.052
47,0.094000,5,5015.625,-2.545
47,0.094000,6,1382.812,-2.595
47,0.094000,7,1406.250,-2.763
47,0.094000,8,4992.188,-3.272
48,0.096000,1,23.438,6.610
48,0.096000,2,0.000,3.811
48,0.096000,3,70.312,0.075
48,0.096000,4,93.750,-0.153
48,0.096000,5,46.875,-1.701
48,0.096000,6,1406.250,-2.248
48,0.096000,7,5015.625,-3.275
48,0.096000,8,1382.812,-3.516
49,0.098000,1,23.438,6.832
49,0.098000,2,46.875,0.737
49,0.098000,3,0.000,-0.402
49,0.098000,4,93.750,-0.440
49,0.098000,5,70.312,-0.554
49,0.098000,6,1406.250,-2.013
49,0.098000,7,117.188,-3.283
49,0.098000,8,1640.625,-3.912
50,0.100000,1,23.438,7.104
50,0.100000,2,46.875,2.310
50,0.100000,3,93.750,-0.996
50,0.100000,4,70.312,-1.639
50,0.100000,5,1406.250,-2.068
50,0.100000,6,117.188,-2.904
50,0.100000,7,703.125,-4.143
50,0.100000,8,1640.625,-4.407
51,0.102000,1,23.438,7.417
51,0.102000,2,46.875,3.172
51,0.102000,3,93.750,-1.951
51,0.102000,4,1406.250,-2.466
51,0.102000,5,117.188,-2.933
51,0.102000,6,70.312,-3.061
51,0.102000,7,703.125,-3.263
51,0.102000,8,1546.875,-4.558
52,0.104000,1,23.438,7.742
52,0.104000,2,46.875,3.463
52,0.104000,3,0.000,1.013
52,0.104000,4,703.125,-2.635
52,0.104000,5,1546.875,-2.878
52,0.104000,6,1406.250,-3.162
52,0.104000,7,93.750,-3.355
52,0.104000,8,117.188,-3.400
53,0.106000,1,23.438,8.048
53,0.106000,2,0.000,4.812
53,0.106000,3,46.875,3.296
53,0.106000,4,1546.875,-1.597
53,0.106000,5,703.125,-2.275
53,0.106000,6,679.688,-3.870
53,0.106000,7,1523.438,-3.997
53,0.106000,8,1406.250,-4.157
54,0.108000,1,23.438,8.282
54,0.108000,2,0.000,7.023
54,0.108000,3,46.875,2.822
54,0.108000,4,1546.875,-0.712
54,0.108000,5,703.125,-2.160
54,0.108000,6,679.688,-2.907
54,0.108000,7,1523.438,-3.651
54,0.108000,8,1570.312,-3.670
55,0.110000,1,23.438,8.393
55,0.110000,2,0.000,8.335
55,0.110000,3,46.875,2.221
55,0.110000,4,1546.875,-0.133
55,0.110000,5,703.125,-2.266
55,0.110000,6,679.688,-2.413
55,0.110000,7,1570.312,-3.022
55,0.110000,8,1523.438,-3.527
56,0.112000,1,0.000,9.008
56,0.112000,2,23.438,8.339
56,0.112000,3,46.875,1.687
56,0.112000,4,1546.875,0.156
56,0.112000,5,679.688,-2.355
56,0.112000,6,1570.312,-2.569
56,0.112000,7,703.125,-2.609
56,0.112000,8,1523.438,-3.605
57,0.114000,1,0.000,9.144
57,0.114000,2,23.438,8.100
57,0.114000,3,46.875,1.341
57,0.114000,4,1546.875,0.157
57,0.114000,5,1570.312,-2.299
57,0.114000,6,679.688,-2.683
57,0.114000,7,703.125,-3.241
57,0.114000,8,1523.438,-3.876
58,0.116000,1,0.000,8.773
58,0.116000,2,23.438,7.670
58,0.116000,3,46.875,1.153
58,0.116000,4,1546.875,-0.128
58,0.116000,5,1570.312,-2.216
58,0.116000,6,679.688,-3.390
58,0.116000,7,703.125,-4.183
58,0.116000,8,1523.438,-4.348
59,0.118000,1,0.000,7.879
59,0.118000,2,23.438,7.049
59,0.118000,3,46.875,0.982
59,0.118000,4,1546.875,-0.650
59,0.118000,5,1570.312,-2.422
59,0.118000,6,679.688,-4.503
59,0.118000,7,1382.812,-4.607
59,0.118000,8,1523.438,-5.084
60,0.120000,1,0.000,6.432
60,0.120000,2,23.438,6.211
60,0.120000,3,46.875,0.701
60,0.120000,4,1546.875,-1.347
60,0.120000,5,1570.312,-3.016
60,0.120000,6,1382.812,-4.696
60,0.120000,7,1265.625,-4.730
60,0.120000,8,1171.875,-5.659
61,0.122000,1,23.438,5.090
61,0.122000,2,0.000,4.411
61,0.122000,3,46.875,0.266
61,0.122000,4,1546.875,-2.127
61,0.122000,5,1265.625,-4.124
61,0.122000,6,1570.312,-4.173
61,0.122000,7,1382.812,-5.074
61,0.122000,8,1593.750,-5.447
62,0.124000,1,23.438,3.621
62,0.124000,2,0.000,1.757
62,0.124000,3,46.875,-0.338
62,0.124000,4,1546.875,-2.952
62,0.124000,5,1265.625,-3.606
62,0.124000,6,1593.750,-4.874
62,0.124000,7,937.500,-5.361
62,0.124000,8,1687.500,-5.407
63,0.126000,1,23.438,1.765
63,0.126000,2,46.875,-1.059
63,0.126000,3,0.000,-1.734
63,0.126000,4,1265.625,-3.302
63,0.126000,5,1546.875,-3.909
63,0.126000,6,1242.188,-4.334
63,0.126000,7,1593.750,-4.654
63,0.126000,8,1804.688,-4.922
64,0.128000,1,23.438,-0.486
64,0.128000,2,46.875,-1.835
64,0.128000,3,1265.625,-3.286
64,0.128000,4,1804.688,-3.371
64,0.128000,5,1242.188,-3.637
64,0.128000,6,1828.125,-4.162
64,0.128000,7,1593.750,-4.734
64,0.128000,8,1359.375,-4.775
65,0.130000,1,1804.688,-2.066
65,0.130000,2,46.875,-2.630
65,0.130000,3,1828.125,-2.975
65,0.130000,4,23.438,-3.103
65,0.130000,5,1242.188,-3.185
65,0.130000,6,1265.625,-3.654
65,0.130000,7,1335.938,-3.859
65,0.130000,8,1359.375,-4.087
66,0.132000,1,1804.688,-0.983
66,0.132000,2,1828.125,-2.043
66,0.132000,3,1242.188,-2.851
66,0.132000,4,1335.938,-2.894
66,0.132000,5,46.875,-3.413
66,0.132000,6,1359.375,-3.740
66,0.132000,7,1945.312,-4.409
66,0.132000,8,1453.125,-4.448
67,0.134000,1,1804.688,-0.133
67,0.134000,2,1828.125,-1.330
67,0.134000,3,1335.938,-2.367
67,0.134000,4,1242.188,-2.700
67,0.134000,5,1453.125,-3.476
67,0.134000,6,1945.312,-3.566
67,0.134000,7,1359.375,-3.711
67,0.134000,8,46.875,-4.047
68,0.136000,1,1804.688,0.456
68,0.136000,2,1828.125,-0.827
68,0.136000,3,1335.938,-2.241
68,0.136000,4,2695.312,-2.722
68,0.136000,5,1242.188,-2.792
68,0.136000,6,1453.125,-3.000
68,0.136000,7,1945.312,-3.097
68,0.136000,8,2601.562,-3.316
69,0.138000,1,1804.688,0.805
69,0.138000,2,1828.125,-0.573
69,0.138000,3,2695.312,-1.488
69,0.138000,4,1335.938,-2.515
69,0.138000,5,2601.562,-2.622
69,0.138000,6,1945.312,-2.917
69,0.138000,7,1453.125,-2.972
69,0.138000,8,1242.188,-3.143
70,0.140000,1,1804.688,0.926
70,0.140000,2,1828.125,-0.595
70,0.140000,3,2695.312,-0.610
70,0.140000,4,2601.562,-2.309
70,0.140000,5,1312.500,-2.864
70,0.140000,6,1945.312,-3.046
70,0.140000,7,2671.875,-3.072
70,0.140000,8,2437.500,-3.156
71,0.142000,1,1804.688,0.813
71,0.142000,2,2695.312,-0.080
71,0.142000,3,1828.125,-0.902
71,0.142000,4,2601.562,-2.372
71,0.142000,5,2671.875,-2.416
71,0.142000,6,1312.500,-2.596
71,0.142000,7,0.000,-2.722
71,0.142000,8,46.875,-2.801
72,0.144000,1,1804.688,0.441
72,0.144000,2,2695.312,0.105
72,0.144000,3,0.000,-0.921
72,0.144000,4,1828.125,-1.468
72,0.144000,5,2671.875,-1.991
72,0.144000,6,46.875,-2.318
72,0.144000,7,2718.750,-2.684
72,0.144000,8,632.812,-2.685
73,0.146000,1,0.000,0.566
73,0.146000,2,2695.312,-0.042
73,0.146000,3,1804.688,-0.168
73,0.146000,4,23.438,-0.832
73,0.146000,5,46.875,-1.824
73,0.146000,6,2671.875,-1.833
73,0.146000,7,2718.750,-2.272
73,0.146000,8,1828.125,-2.335
74,0.148000,1,0.000,1.603
74,0.148000,2,23.438,1.013
74,0.148000,3,2695.312,-0.529
74,0.148000,4,1804.688,-0.981
74,0.148000,5,46.875,-1.176
74,0.148000,6,2671.875,-1.960
74,0.148000,7,2718.750,-2.143
74,0.148000,8,2625.000,-2.623
75,0.150000,1,23.438,2.378
75,0.150000,2,0.000,2.031
75,0.150000,3,46.875,-0.259
75,0.150000,4,2695.312,-1.362
75,0.150000,5,1804.688,-2.010
75,0.150000,6,2718.750,-2.332
75,0.150000,7,2671.875,-2.400
75,0.150000,8,2625.000,-2.751
76,0.152000,1,23.438,3.490
76,0.152000,2,0.000,1.668
76,0.152000,3,46.875,0.905
76,0.152000,4,2695.312,-2.589
76,0.152000,5,2718.750,-2.860
76,0.152000,6,2625.000,-3.047
76,0.152000,7,2671.875,-3.139
76,0.152000,8,1804.688,-3.215
77,0.154000,1,23.438,4.525
77,0.154000,2,46.875,2.204
77,0.154000,3,0.000,0.185
77,0.154000,4,2625.000,-3.525
77,0.154000,5,2718.750,-3.756
77,0.154000,6,2648.438,-3.764
77,0.154000,7,2671.875,-4.213
77,0.154000,8,2695.312,-4.252
78,0.156000,1,23.438,5.576
78,0.156000,2,46.875,3.494
78,0.156000,3,0.000,-3.303
78,0.156000,4,2625.000,-4.212
78,0.156000,5,2648.438,-4.467
78,0.156000,6,1500.000,-4.532
78,0.156000,7,984.375,-4.879
78,0.156000,8,937.500,-4.895
79,0.158000,1,23.438,6.618
79,0.158000,2,46.875,4.676
79,0.158000,3,1500.000,-4.615
79,0.158000,4,70.312,-4.929
79,0.158000,5,2414.062,-4.935
79,0.158000,6,2625.000,-5.092
79,0.158000,7,984.375,-5.231
79,0.158000,8,937.500,-5.298
80,0.160000,1,23.438,7.586
80,0.160000,2,46.875,5.677
80,0.160000,3,70.312,-3.868
80,0.160000,4,1500.000,-4.784
80,0.160000,5,2414.062,-4.802
80,0.160000,6,1171.875,-5.713
80,0.160000,7,937.500,-5.819
80,0.160000,8,984.375,-5.822
81,0.162000,1,23.438,8.412
81,0.162000,2,46.875,6.454
81,0.162000,3,0.000,-0.226
81,0.162000,4,70.312,-3.052
81,0.162000,5,2414.062,-4.930
81,0.162000,6,1500.000,-5.056
81,0.162000,7,1171.875,-5.571
81,0.162000,8,2390.625,-5.642
82,0.164000,1,23.438,9.049
82,0.164000,2,46.875,6.986
82,0.164000,3,0.000,4.037
82,0.164000,4,70.312,-2.398
82,0.164000,5,1148.438,-5.203
82,0.164000,6,2414.062,-5.361
82,0.164000,7,468.750,-5.391
82,0.164000,8,1500.000,-5.424
83,0.166000,1,23.438,9.478
83,0.166000,2,46.875,7.254
83,0.166000,3,0.000,6.648
83,0.166000,4,70.312,-1.860
83,0.166000,5,1148.438,-4.476
83,0.166000,6,1359.375,-5.323
83,0.166000,7,468.750,-5.333
83,0.166000,8,1335.938,-5.412
84,0.168000,1,23.438,9.687
84,0.168000,2,0.000,8.292
84,0.168000,3,46.875,7.247
84,0.168000,4,70.312,-1.462
84,0.168000,5,1148.438,-4.110
84,0.168000,6,1359.375,-4.499
84,0.168000,7,1335.938,-5.108
84,0.168000,8,468.750,-5.746
85,0.170000,1,23.438,9.659
85,0.170000,2,0.000,9.252
85,0.170000,3,46.875,6.964
85,0.170000,4,70.312,-1.239
85,0.170000,5,1148.438,-4.049
85,0.170000,6,1359.375,-4.055
85,0.170000,7,1335.938,-4.983
85,0.170000,8,1664.062,-5.880
86,0.172000,1,0.000,9.652
86,0.172000,2,23.438,9.381
86,0.172000,3,46.875,6.394
86,0.172000,4,70.312,-1.227
86,0.172000,5,1359.375,-3.913
86,0.172000,6,1148.438,-4.204
86,0.172000,7,1335.938,-5.115
86,0.172000,8,1687.500,-5.616
87,0.174000,1,0.000,9.525
87,0.174000,2,23.438,8.863
87,0.174000,3,46.875,5.493
87,0.174000,4,70.312,-1.401
87,0.174000,5,1359.375,-4.063
87,0.174000,6,1148.438,-4.582
87,0.174000,7,1687.500,-5.506
87,0.174000,8,1335.938,-5.522
88,0.176000,1,0.000,8.828
88,0.176000,2,23.438,8.144
88,0.176000,3,46.875,4.155
88,0.176000,4,70.312,-1.682
88,0.176000,5,1359.375,-4.538
88,0.176000,6,1148.438,-5.125
88,0.176000,7,1687.500,-5.647
88,0.176000,8,1757.812,-5.701
89,0.178000,1,0.000,7.420
89,0.178000,2,23.438,7.307
89,0.178000,3,46.875,2.194
89,0.178000,4,70.312,-2.007
89,0.178000,5,1757.812,-4.661
89,0.178000,6,1359.375,-5.393
89,0.178000,7,1148.438,-5.715
89,0.178000,8,1687.500,-5.959
90,0.180000,1,23.438,6.497
90,0.180000,2,0.000,4.949
90,0.180000,3,46.875,-0.732
90,0.180000,4,70.312,-2.332
90,0.180000,5,1757.812,-4.106
90,0.180000,6,1781.250,-5.819
90,0.180000,7,1148.438,-6.372
90,0.180000,8,1687.500,-6.448
91,0.182000,1,23.438,5.929
91,0.182000,2,0.000,0.367
91,0.182000,3,70.312,-2.611
91,0.182000,4,1757.812,-3.958
91,0.182000,5,1781.250,-5.113
91,0.182000,6,3562.500,-5.119
91,0.182000,7,46.875,-5.205
91,0.182000,8,1429.688,-6.547
92,0.184000,1,23.438,5.834
92,0.184000,2,70.312,-2.797
92,0.184000,3,3562.500,-3.465
92,0.184000,4,1757.812,-4.193
92,0.184000,5,1781.250,-4.614
92,0.184000,6,1429.688,-5.459
92,0.184000,7,375.000,-5.968
92,0.184000,8,1007.812,-6.108
93,0.186000,1,23.438,6.327
93,0.186000,2,3562.500,-2.083
93,0.186000,3,70.312,-2.868
93,0.186000,4,0.000,-3.275
93,0.186000,5,3585.938,-4.085
93,0.186000,6,1781.250,-4.382
93,0.186000,7,46.875,-4.446
93,0.186000,8,1429.688,-4.734
94,0.188000,1,23.438,7.297
94,0.188000,2,0.000,4.055
94,0.188000,3,46.875,-0.174
94,0.188000,4,3562.500,-0.983
94,0.188000,5,3585.938,-1.429
94,0.188000,6,70.312,-2.862
94,0.188000,7,3609.375,-3.216
94,0.188000,8,1429.688,-4.304
95,0.190000,1,23.438,8.503
